Location
Wind class
Hub height,80
Cutin speed,3
Cutout speed,23

Hour,Adjust power based on air density (kW),P/Pr based on air density (%)
884,0.0,0.0
885,91.60960115094996,1.22
886,591.9535310463084,7.89
887,574.5593055864603,7.66
888,999.1060616690751,13.32
889,1171.298297770146,15.62
890,802.9159338491212,10.71
891,1568.0186973044417,20.91
892,1884.8818731944273,25.13
893,881.2426455933521,11.75
894,167.73559540640744,2.24
895,0.0,0.0
896,22.8704857024048,0.3
897,15.538508821694176,0.21
898,0.0,0.0
899,26.922384558371345,0.36
900,14.413316239315085,0.19
901,818.8423731995928,10.92
902,1582.066281865693,21.09
903,1487.3850866490934,19.83
904,800.9658050271572,10.68
905,29.208404239010655,0.39
906,4.644103346666135,0.06
907,8.081095732247153,0.11
908,4.596775616129814,0.06
909,0.0,0.0
910,0.0,0.0
911,0.0,0.0
912,0.0,0.0
913,0.0,0.0
914,0.0,0.0
915,0.0,0.0
916,0.0,0.0
917,72.00011058232312,0.96
918,919.8217823010731,12.26
919,1771.5780591360378,23.62
920,1546.3118090066268,20.62
921,1198.6270661639317,15.98
922,625.4032285141046,8.34
923,890.4260135143647,11.87
924,1323.8536784354962,17.65
925,367.42815837241676,4.9
926,0.0,0.0
927,0.0,0.0
928,127.22129161305959,1.7
929,110.07616234102635,1.47
930,6394.117129584286,85.25
931,5269.358011459592,70.26
932,2773.7143790455666,36.98
933,1709.5572551159617,22.79
934,1486.2584228146495,19.82
935,1231.5493433611848,16.42
936,2795.5371740844016,37.27
937,4792.517415954325,63.9
938,6150.932632218642,82.01
939,5895.91678541603,78.61
940,4013.0057565036395,53.51
941,1213.74138284613,16.18
942,3081.7798495945035,41.09
943,2683.4155740411306,35.78
944,2849.865710525603,38.0
945,303.134284519689,4.04
946,0.0,0.0
947,0.0,0.0
948,7.500841623611276,0.1
949,778.1726464446539,10.38
950,4579.859467079518,61.06
951,2900.8131362511076,38.68
952,1842.1180130747302,24.56
953,1924.9969025418482,25.67
954,2109.8555107864486,28.13
955,1323.4528274870518,17.65
956,1387.676322724596,18.5
957,1737.9687137446558,23.17
958,2868.8265718629264,38.25
959,5771.104252150904,76.95
960,1848.6458464806865,24.65
961,2511.074224049642,33.48
962,764.5565120954874,10.19
963,991.7886890512552,13.22
964,924.4904810594003,12.33
965,2082.869941592547,27.77
966,2806.2615206289347,37.42
967,820.2304460024066,10.94
968,263.0304153545553,3.51
969,0.0,0.0
970,0.0,0.0
971,0.0,0.0
972,30.710983004906907,0.41
973,170.33293717576578,2.27
974,17.99977307924447,0.24
975,327.1909142919604,4.36
976,18.801467328256695,0.25
977,0.0,0.0
978,0.0,0.0
979,11.000613160598409,0.15
980,34.10939982519909,0.45
981,16.040735489457457,0.21
982,14.444831006384613,0.19
983,176.56905282752754,2.35
984,186.88608622667775,2.49
985,29.673756191972696,0.4
986,0.0,0.0
987,39.10902584065281,0.52
988,27.054972817869817,0.36
989,20.77033365756896,0.28
990,20.45355221115994,0.27
991,0.0,0.0
992,174.93687608216217,2.33
993,526.9600481295233,7.03
994,0.0,0.0
995,0.0,0.0
996,71.21727698191421,0.95
997,3.578059990316892,0.05
998,2.395399516855963,0.03
999,0.0,0.0
1000,8.366642190323228,0.11
1001,0.0,0.0
1002,3.553814308023781,0.05
1003,2.7561429091895926,0.04
1004,34.570240765239184,0.46
1005,37.2283980752208,0.5
1006,380.2293729469657,5.07
1007,615.4440383673227,8.21
1008,1728.109777092463,23.04
1009,0.0,0.0
1010,0.0,0.0
1011,0.0,0.0
1012,119.88160753670455,1.6
1013,127.11294916306005,1.69
1014,24.24555530028732,0.32
1015,6.3807313238870655,0.09
1016,0.0,0.0
1017,0.0,0.0
1018,0.0,0.0
1019,248.880132582074,3.32
1020,36.668902356570236,0.49
1021,586.2451352267988,7.82
1022,328.3469954913418,4.38
1023,39.66900584351834,0.53
1024,13.71974180023843,0.18
1025,0.0,0.0
1026,0.0,0.0
1027,0.0,0.0
1028,0.0,0.0
1029,0.0,0.0
1030,0.0,0.0
1031,31.46886413907433,0.42
1032,306.38237683794574,4.09
1033,60.132481310507934,0.8
1034,73.97976825880777,0.99
1035,25.168190665866653,0.34
1036,26.429778733780815,0.35
1037,19.375718244499435,0.26
1038,0.0,0.0
1039,355.41985258004553,4.74
1040,1244.4088928275696,16.59
1041,525.615710253089,7.01
1042,2188.471262993184,29.18
1043,11.19217760990978,0.15
1044,0.0,0.0
1045,1642.46730294577,21.9
1046,322.6535395301511,4.3
1047,117.53943954072953,1.57
1048,183.98675259526078,2.45
1049,1.5856100415444685,0.02
1050,0.0,0.0
1051,0.0,0.0
1052,0.0,0.0
1053,0.0,0.0
1054,16.711396981198718,0.22
1055,21.73573270416047,0.29
1056,199.74373499139512,2.66
1057,206.61264289012675,2.75
1058,3.101017436174817,0.04
